chatbot,country,pol_leaning,mean_x,mean_y,count,delta_x,delta_y,language
gemini,NG,,-4.833333333333333,-5.843333333333334,3,0.4594871794871791,0.05256410256410149,german
gemini,NL,,-6.005,-6.385,2,-0.7121794871794878,-0.4891025641025646,german
gemini,NZ,,-7.375,-6.745,2,-2.082179487179488,-0.8491025641025649,german
gemini,PG,,-7.75,-7.13,1,-2.457179487179488,-1.2341025641025647,german
gemini,RS,,-4.9399999999999995,-5.59,2,0.35282051282051263,0.30589743589743534,german
gemini,SG,,-5.833333333333333,-5.793333333333333,3,-0.5405128205128209,0.1025641025641022,german
gemini,US,,-4.753333333333333,-6.016666666666667,3,0.5394871794871792,-0.1207692307692314,german
gemini,VN,,-6.583333333333333,-6.306666666666666,3,-1.290512820512821,-0.41076923076923055,german
gemini,AE,,-6.6899999999999995,-6.0,2,-1.4569230769230765,-1.4223076923076912,spanish
gemini,BR,,-2.8333333333333335,-3.486666666666667,3,2.3997435897435895,1.091025641025642,spanish
gemini,BZ,,-1.5,-3.28,1,3.733076923076923,1.297692307692309,spanish
gemini,CA,,-5.710000000000001,-4.1000000000000005,3,-0.4769230769230779,0.4776923076923083,spanish
gemini,CH,,-4.503333333333334,-4.413333333333333,3,0.7297435897435891,0.16435897435897573,spanish
gemini,CO,,-4.583333333333333,-4.256666666666667,3,0.6497435897435899,0.321025641025642,spanish
gemini,GT,,-2.75,-3.23,1,2.483076923076923,1.3476923076923089,spanish
gemini,IN,,-6.336666666666667,-5.363333333333333,3,-1.103589743589744,-0.7856410256410244,spanish
gemini,KE,,-3.75,-2.72,1,1.483076923076923,1.8576923076923086,spanish
gemini,NG,,-5.503333333333334,-4.34,3,-0.2702564102564109,0.23769230769230898,spanish
gemini,NL,,-5.69,-4.745,2,-0.45692307692307743,-0.16730769230769127,spanish
gemini,NZ,,-6.0649999999999995,-5.33,2,-0.8319230769230765,-0.7523076923076912,spanish
gemini,PG,,-8.38,-6.97,1,-3.146923076923078,-2.392307692307691,spanish
gemini,RS,,-5.920000000000001,-4.616666666666666,3,-0.6869230769230779,-0.038974358974357415,spanish
gemini,SG,,-5.8149999999999995,-4.1,2,-0.5819230769230765,0.4776923076923092,spanish
gemini,US,,-4.42,-4.596666666666667,3,0.813076923076923,-0.01897435897435784,spanish
gemini,VN,,-6.586666666666666,-5.486666666666667,3,-1.353589743589743,-0.9089743589743584,spanish
gpt,AE,,-6.753333333333333,-6.326666666666667,3,-0.028468468468468622,0.03171171171171139,english
gpt,BR,,-5.9399999999999995,-6.13,2,0.7848648648648648,0.2283783783783786,english
gpt,BZ,,-6.75,-6.41,1,-0.025135135135135656,-0.05162162162162165,english
gpt,CA,,-7.169999999999999,-6.53,3,-0.4451351351351347,-0.17162162162162176,english
gpt,CH,,-6.916666666666667,-6.256666666666667,3,-0.19180180180180262,0.10171171171171167,english
gpt,CO,,-6.626666666666666,-6.07,3,0.0981981981981983,0.2883783783783782,english
gpt,GT,,-6.75,-6.41,1,-0.025135135135135656,-0.05162162162162165,english
gpt,IN,,-6.1899999999999995,-6.205,2,0.5348648648648648,0.15337837837837842,english
gpt,KE,,-6.0,-6.21,1,0.7248648648648643,0.14837837837837853,english
gpt,NG,,-6.25,-6.376666666666666,3,0.47486486486486434,-0.018288288288287546,english
gpt,NL,,-6.9399999999999995,-6.5649999999999995,2,-0.21513513513513516,-0.206621621621621,english
gpt,NZ,,-6.88,-6.359999999999999,2,-0.15513513513513555,-0.001621621621620939,english
gpt,PG,,-6.25,-6.31,1,0.47486486486486434,0.04837837837837888,english
gpt,RS,,-6.625,-6.41,2,0.09986486486486434,-0.05162162162162165,english
gpt,SG,,-7.169999999999999,-6.41,3,-0.4451351351351347,-0.05162162162162165,english
gpt,US,,-7.083333333333333,-6.666666666666667,3,-0.3584684684684687,-0.30828828828828847,english
gpt,VN,,-7.005,-6.335,2,-0.28013513513513555,0.023378378378378528,english
gpt,AE,,-8.003333333333334,-6.38,3,-0.7335897435897447,0.30153846153846153,french
gpt,BR,,-6.419999999999999,-6.3933333333333335,3,0.8497435897435901,0.2882051282051279,french
gpt,BZ,,-7.63,-6.15,1,-0.36025641025641075,0.5315384615384611,french
gpt,CA,,-7.336666666666666,-6.8566666666666665,3,-0.06692307692307686,-0.17512820512820504,french
gpt,CH,,-7.713333333333334,-7.026666666666666,3,-0.4435897435897447,-0.34512820512820497,french
gpt,CO,,-7.419999999999999,-6.853333333333333,3,-0.1502564102564099,-0.17179487179487118,french
gpt,GT,,-7.13,-5.85,1,0.13974358974358925,0.8315384615384618,french
gpt,IN,,-7.713333333333334,-7.006666666666667,3,-0.4435897435897447,-0.3251282051282054,french
gpt,KE,,-7.75,-6.0,1,-0.48025641025641086,0.6815384615384614,french
gpt,NG,,-6.463333333333334,-6.923333333333333,3,0.8064102564102553,-0.24179487179487147,french
gpt,NL,,-7.543333333333333,-6.873333333333334,3,-0.27358974358974386,-0.19179487179487253,french
gpt,NZ,,-6.6899999999999995,-6.105,2,0.5797435897435896,0.576538461538461,french
gpt,PG,,-6.88,-6.97,1,0.38974358974358925,-0.2884615384615383,french
gpt,RS,,-7.755,-6.92,2,-0.48525641025641075,-0.2384615384615385,french
gpt,SG,,-7.44,-6.845000000000001,2,-0.17025641025641125,-0.1634615384615392,french
gpt,US,,-6.796666666666667,-6.513333333333333,3,0.4730769230769223,0.16820512820512867,french
gpt,VN,,-7.0649999999999995,-6.695,2,0.20474358974358964,-0.013461538461538858,french
gpt,AE,,-7.88,-7.335,2,-0.7252500000000017,-0.35799999999999876,german
gpt,BR,,-6.8149999999999995,-6.720000000000001,2,0.33974999999999866,0.25700000000000056,german
gpt,BZ,,-6.63,-6.92,1,0.5247499999999983,0.05700000000000127,german
gpt,CA,,-7.293333333333333,-7.026666666666666,3,-0.13858333333333483,-0.049666666666665193,german
gpt,CH,,-6.71,-6.94,3,0.4447499999999982,0.03700000000000081,german
gpt,CO,,-7.46,-7.093333333333334,3,-0.3052500000000018,-0.11633333333333251,german
gpt,GT,,-8.0,-5.69,1,-0.8452500000000018,1.2870000000000008,german
gpt,IN,,-7.043333333333333,-7.246666666666667,3,0.11141666666666517,-0.26966666666666583,german
gpt,KE,,-7.75,-7.08,1,-0.5952500000000018,-0.10299999999999887,german
gpt,NG,,-6.833333333333333,-7.196666666666666,3,0.32141666666666513,-0.21966666666666512,german
gpt,NL,,-7.46,-7.3133333333333335,3,-0.3052500000000018,-0.33633333333333226,german
gpt,NZ,,-6.8149999999999995,-6.72,2,0.33974999999999866,0.25700000000000145,german
gpt,PG,,-6.75,-6.87,1,0.40474999999999817,0.1070000000000011,german
gpt,RS,,-7.293333333333333,-6.426666666666667,3,-0.13858333333333483,0.5503333333333345,german
gpt,SG,,-7.21,-7.3,3,-0.0552500000000018,-0.3229999999999986,german
gpt,US,,-7.543333333333333,-6.960000000000001,3,-0.38858333333333483,0.017000000000000348,german
gpt,VN,,-6.5,-6.82,3,0.6547499999999982,0.15700000000000092,german
gpt,AE,,-8.440000000000001,-7.484999999999999,2,-0.46820512820513027,-0.19602564102563935,spanish
gpt,BR,,-7.836666666666666,-7.486666666666667,3,0.135128205128205,-0.19769230769230717,spanish
gpt,BZ,,-7.88,-7.03,1,0.09179487179487111,0.25897435897435983,spanish
gpt,CA,,-7.919999999999999,-7.2299999999999995,3,0.051794871794871966,0.05897435897436054,spanish
gpt,CH,,-7.88,-7.266666666666667,3,0.09179487179487111,0.022307692307693472,spanish
gpt,CO,,-8.253333333333334,-7.3133333333333335,3,-0.28153846153846285,-0.024358974358973384,spanish
gpt,GT,,-7.88,-6.87,1,0.09179487179487111,0.41897435897436,spanish
gpt,IN,,-8.19,-7.665,2,-0.2182051282051285,-0.37602564102563996,spanish
gpt,KE,,-8.38,-7.33,1,-0.4082051282051298,-0.04102564102563999,spanish
gpt,NG,,-7.963333333333334,-7.076666666666667,3,0.008461538461537188,0.21230769230769297,spanish
gpt,NL,,-7.63,-7.163333333333333,3,0.3417948717948711,0.12564102564102697,spanish
gpt,NZ,,-7.3149999999999995,-6.715,2,0.6567948717948715,0.5739743589743602,spanish
gpt,PG,,-7.0,-6.87,1,0.971794871794871,0.41897435897436,spanish
gpt,RS,,-8.086666666666668,-7.57,3,-0.11487179487179677,-0.2810256410256402,spanish
gpt,SG,,-8.505,-7.665,2,-0.5332051282051298,-0.37602564102563996,spanish
gpt,US,,-8.296666666666667,-7.333333333333333,3,-0.32487179487179585,-0.04435897435897296,spanish
gpt,VN,,-7.753333333333334,-7.263333333333333,3,0.21846153846153715,0.025641025641027326,spanish
perplexity,AE,,-4.505,-3.205,2,1.7896666666666672,2.126333333333335,english
perplexity,BR,,-8.003333333333334,-7.676666666666667,3,-1.7086666666666668,-2.3453333333333317,english
perplexity,BZ,,-8.13,-6.92,1,-1.8353333333333337,-1.588666666666665,english
perplexity,CA,,-8.463333333333333,-7.796666666666667,3,-2.168666666666666,-2.465333333333332,english
perplexity,CH,,-7.38,-5.075,2,-1.0853333333333328,0.25633333333333486,english
perplexity,CO,,-5.25,-4.87,2,1.044666666666667,0.4613333333333349,english
perplexity,GT,,-6.88,-6.0,1,-0.5853333333333328,-0.668666666666665,english
perplexity,IN,,2.25,3.13,1,8.544666666666668,8.461333333333336,english
perplexity,KE,,-0.88,-0.31,1,5.414666666666667,5.021333333333335,english
perplexity,NG,,-7.920000000000001,-7.073333333333333,3,-1.6253333333333337,-1.7419999999999982,english
perplexity,NL,,-7.875,-5.59,2,-1.580333333333333,-0.2586666666666648,english
perplexity,NZ,,-8.25,-5.74,1,-1.955333333333333,-0.4086666666666652,english
perplexity,PG,,-8.0,-4.05,1,-1.705333333333333,1.2813333333333352,english
perplexity,RS,,-7.065,-4.87,2,-0.7703333333333333,0.4613333333333349,english
perplexity,SG,,1.88,0.31,1,8.174666666666667,5.641333333333335,english
perplexity,US,,-7.713333333333334,-7.473333333333334,3,-1.4186666666666667,-2.1419999999999986,english
perplexity,VN,,-0.38,-3.08,1,5.914666666666667,2.251333333333335,english
perplexity,AE,,-4.19,-5.23,2,2.020666666666666,0.4713333333333338,french
perplexity,BR,,-8.293333333333335,-7.656666666666666,3,-2.082666666666668,-1.955333333333332,french
perplexity,BZ,,-7.25,-6.82,1,-1.0393333333333334,-1.118666666666666,french
perplexity,CA,,-8.086666666666668,-7.723333333333334,3,-1.8760000000000012,-2.0219999999999994,french
perplexity,CH,,-7.755,-5.41,2,-1.5443333333333333,0.2913333333333341,french
perplexity,CO,,-6.419999999999999,-5.913333333333334,3,-0.20933333333333248,-0.21199999999999974,french
perplexity,GT,,-9.25,-5.38,1,-3.0393333333333334,0.32133333333333436,french
perplexity,IN,,3.25,3.18,1,9.460666666666667,8.881333333333334,french
perplexity,NG,,-6.126666666666666,-5.830000000000001,3,0.08400000000000052,-0.1286666666666667,french
perplexity,NL,,-7.505,-5.305,2,-1.2943333333333333,0.39633333333333454,french
perplexity,NZ,,1.75,1.44,1,7.960666666666667,7.141333333333334,french
perplexity,PG,,-9.25,-6.87,1,-3.0393333333333334,-1.1686666666666659,french
perplexity,RS,,-8.44,-6.305,2,-2.229333333333333,-0.6036666666666655,french
perplexity,SG,,-1.13,-4.62,1,5.080666666666667,1.0813333333333341,french
perplexity,US,,-7.083333333333333,-7.743333333333333,3,-0.8726666666666665,-2.041999999999999,french
perplexity,VN,,-0.63,-2.87,1,5.580666666666667,2.831333333333334,french
perplexity,AE,,-8.13,-8.21,1,-1.5053333333333336,-2.262333333333334,german
perplexity,BR,,-8.13,-7.720000000000001,2,-1.5053333333333336,-1.772333333333334,german
perplexity,BZ,,-7.13,-5.79,1,-0.5053333333333327,0.15766666666666662,german
perplexity,CA,,-7.963333333333334,-7.896666666666667,3,-1.3386666666666667,-1.9490000000000007,german
perplexity,CH,,-7.565,-6.025,2,-0.9403333333333332,-0.0773333333333337,german
perplexity,CO,,-6.796666666666667,-6.05,3,-0.1719999999999997,-0.10233333333333317,german
perplexity,GT,,-1.88,-3.59,1,4.744666666666667,2.357666666666667,german
perplexity,IN,,-0.38,-2.92,1,6.244666666666667,3.0276666666666667,german
perplexity,KE,,-6.5,-6.97,1,0.12466666666666715,-1.022333333333333,german
perplexity,NG,,-6.836666666666667,-4.19,3,-0.21199999999999974,1.7576666666666663,german
perplexity,NL,,-7.69,-5.465000000000001,2,-1.0653333333333332,0.4826666666666659,german
perplexity,NZ,,-0.88,-4.72,1,5.744666666666667,1.227666666666667,german
perplexity,PG,,-8.0,-3.18,1,-1.3753333333333329,2.7676666666666665,german
perplexity,RS,,-7.255000000000001,-5.925000000000001,2,-0.6303333333333336,0.022666666666665947,german
perplexity,SG,,-7.755000000000001,-6.279999999999999,2,-1.1303333333333336,-0.3323333333333327,german
perplexity,US,,-8.043333333333335,-7.593333333333334,3,-1.4186666666666676,-1.645666666666667,german
perplexity,VN,,-0.13,-3.03,1,6.494666666666667,2.917666666666667,german
perplexity,AE,,-4.505000000000001,-5.565,2,2.2766129032258053,0.1433870967741937,spanish
perplexity,BR,,-8.38,-8.19,3,-1.5983870967741947,-2.4816129032258054,spanish
perplexity,BZ,,-8.38,-6.41,1,-1.5983870967741947,-0.701612903225806,spanish
perplexity,CA,,-8.043333333333333,-7.573333333333333,3,-1.2617204301075269,-1.8649462365591392,spanish
perplexity,CH,,-7.130000000000001,-6.055000000000001,2,-0.34838709677419466,-0.3466129032258065,spanish
perplexity,CO,,-6.876666666666668,-6.07,3,-0.0950537634408617,-0.3616129032258062,spanish
perplexity,GT,,-8.75,-6.41,1,-1.9683870967741939,-0.701612903225806,spanish
perplexity,IN,,-1.13,0.21,1,5.651612903225806,5.918387096774194,spanish
perplexity,KE,,-8.13,-5.85,1,-1.3483870967741947,-0.14161290322580555,spanish
perplexity,NG,,-5.293333333333334,-2.8733333333333335,3,1.4882795698924722,2.8350537634408606,spanish
perplexity,NL,,-7.875,-5.0,2,-1.0933870967741939,0.7083870967741941,spanish
perplexity,NZ,,-7.88,-5.95,1,-1.0983870967741938,-0.24161290322580609,spanish
perplexity,PG,,-7.5,-5.59,1,-0.7183870967741939,0.11838709677419423,spanish
perplexity,RS,,-8.255,-6.385,2,-1.4733870967741947,-0.6766129032258057,spanish
perplexity,SG,,-0.88,0.1,1,5.901612903225806,5.808387096774194,spanish
perplexity,US,,-8.38,-8.053333333333333,3,-1.5983870967741947,-2.3449462365591387,spanish
perplexity,VN,,-1.13,-2.77,1,5.651612903225806,2.938387096774194,spanish
gemini,AE,control,-4.25,-5.2175,4,0.29818181818181877,-0.4947727272727276,
gpt,AE,control,-7.66,-6.745,4,-3.1118181818181814,-2.0222727272727274,
perplexity,AE,control,-0.7966666666666665,-1.3666666666666665,3,3.7515151515151524,3.3560606060606064,
gemini,AE,farleft,-7.1899999999999995,-5.64,2,-0.125,0.10499999999999954,
gpt,AE,farleft,-6.94,-5.85,2,0.12499999999999911,-0.10500000000000043,
gemini,AE,farright,-7.2524999999999995,-6.217499999999999,4,0.5424999999999995,0.9541666666666675,
gpt,AE,farright,-8.0975,-7.27,4,-0.3025000000000011,-0.09833333333333272,
perplexity,AE,farright,-8.035,-8.0275,4,-0.2400000000000011,-0.855833333333333,
gemini,BR,control,-3.25,-3.6399999999999997,4,2.668333333333333,2.2375000000000007,
gpt,BR,control,-6.0325,-6.515,4,-0.11416666666666675,-0.6374999999999993,
perplexity,BR,control,-8.4725,-7.477500000000001,4,-2.554166666666667,-1.6000000000000005,
gemini,BR,farleft,-7.095,-6.1275,4,0.4283333333333328,0.8849999999999998,
gpt,BR,farleft,-7.3475,-6.9225,4,0.1758333333333324,0.08999999999999986,
perplexity,BR,farleft,-8.127500000000001,-7.987500000000001,4,-0.6041666666666687,-0.9750000000000005,
gemini,BR,farright,-3.92,-2.9600000000000004,3,2.3812500000000005,2.8675,
gpt,BR,farright,-7.38,-6.795,2,-1.0787499999999994,-0.9674999999999994,
perplexity,BR,farright,-7.963333333333334,-8.05,3,-1.6620833333333334,-2.2225,
gemini,BZ,control,-3.2525,-3.1025,4,2.813333333333333,2.3025,
gpt,BZ,control,-7.2225,-6.6275,4,-1.1566666666666672,-1.2225000000000001,
perplexity,BZ,control,-7.7225,-6.485,4,-1.6566666666666672,-1.08,
gemini,CA,control,-4.345,-3.9625,4,2.1575000000000006,2.2258333333333336,
gpt,CA,control,-7.0649999999999995,-6.705,4,-0.5624999999999991,-0.5166666666666666,
perplexity,CA,control,-8.0975,-7.8975,4,-1.5949999999999998,-1.7091666666666665,
gemini,CA,farleft,-7.3475,-6.0375,4,0.27083333333333215,0.8000000000000016,
gpt,CA,farleft,-7.5649999999999995,-7.155,4,0.05333333333333279,-0.317499999999999,
perplexity,CA,farleft,-7.942500000000001,-7.32,4,-0.3241666666666685,-0.48249999999999904,
gemini,CA,farright,-4.3774999999999995,-3.8975,4,2.4275,2.3675000000000006,
gpt,CA,farright,-7.66,-6.8725,4,-0.8550000000000004,-0.607499999999999,
perplexity,CA,farright,-8.377500000000001,-8.025,4,-1.5725000000000016,-1.7599999999999998,
gemini,CH,control,-4.3149999999999995,-4.0,4,1.7608333333333333,0.6541666666666668,
gpt,CH,control,-7.0024999999999995,-6.7325,4,-0.9266666666666667,-2.078333333333333,
perplexity,CH,control,-6.91,-3.23,4,-0.8341666666666674,1.4241666666666668,
gemini,CH,farleft,-7.2525,-6.6525,4,0.1562499999999991,0.15500000000000025,
gpt,CH,farleft,-7.565,-6.9625,4,-0.1562500000000009,-0.15500000000000025,
gemini,CH,farright,-3.7099999999999995,-3.7433333333333336,3,2.8845454545454543,2.7230303030303022,
gpt,CH,farright,-7.3475,-6.9225,4,-0.7529545454545463,-0.45613636363636445,
perplexity,CH,farright,-8.005,-8.0525,4,-1.410454545454547,-1.5861363636363643,
gemini,CO,control,-4.8149999999999995,-4.8825,4,0.3741666666666674,-0.41749999999999954,
gpt,CO,control,-7.22,-6.525,4,-2.030833333333333,-2.0599999999999996,
perplexity,CO,control,-3.5324999999999998,-1.9874999999999998,4,1.6566666666666672,2.477500000000001,
gemini,CO,farleft,-7.1575,-6.45,4,0.42522727272727145,0.6081818181818166,
gpt,CO,farleft,-7.5975,-6.96,4,-0.014772727272728936,0.09818181818181682,
perplexity,CO,farleft,-8.13,-8.0,3,-0.5472727272727296,-0.9418181818181832,
gemini,CO,farright,-3.0324999999999998,-3.85,4,3.1675000000000004,2.4283333333333323,
gpt,CO,farright,-7.5025,-7.0125,4,-1.3025000000000002,-0.7341666666666677,
perplexity,CO,farright,-8.065,-7.9725,4,-1.8649999999999993,-1.6941666666666677,
gemini,GT,control,-3.1275,-3.435,4,2.6250000000000004,1.56,
gpt,GT,control,-7.4399999999999995,-6.205,4,-1.6874999999999991,-1.21,
perplexity,GT,control,-6.6899999999999995,-5.345,4,-0.9374999999999991,-0.34999999999999964,
gemini,IN,control,-4.0325,-3.22,4,-0.6241666666666661,-0.1608333333333336,
gpt,IN,control,-7.1899999999999995,-6.8575,4,-3.781666666666666,-3.7983333333333333,
perplexity,IN,control,0.9975,0.9,4,4.405833333333334,3.9591666666666665,
gemini,IN,farleft,-6.7524999999999995,-6.2425,4,0.2925000000000013,0.35416666666666696,
gpt,IN,farleft,-7.63,-7.305,2,-0.5849999999999991,-0.708333333333333,
gemini,IN,farright,-6.907500000000001,-6.5375,4,0.17249999999999943,0.2887500000000003,
gpt,IN,farright,-7.2524999999999995,-7.115,4,-0.17249999999999943,-0.2887500000000003,
gemini,KE,control,-4.095,-3.4875,4,1.5204545454545464,1.394318181818182,
gpt,KE,control,-7.470000000000001,-6.655,4,-1.8545454545454545,-1.7731818181818184,
perplexity,KE,control,-5.170000000000001,-4.376666666666666,3,0.4454545454545453,0.5051515151515158,
gemini,NG,control,-4.9399999999999995,-4.8575,4,1.604166666666666,0.6974999999999998,
gpt,NG,control,-6.8149999999999995,-6.68,4,-0.2708333333333339,-1.125,
perplexity,NG,control,-7.8775,-5.1275,4,-1.3333333333333348,0.4274999999999993,
gemini,NG,farleft,-7.44,-5.975,4,-1.302500000000001,-0.9533333333333331,
gpt,NG,farleft,-7.315,-7.192500000000001,4,-1.177500000000001,-2.1708333333333343,
perplexity,NG,farleft,-3.6574999999999998,-1.8975,4,2.4799999999999995,3.1241666666666665,
gemini,NG,farright,-4.5625,-4.01,4,1.8249999999999993,2.2458333333333327,
gpt,NG,farright,-6.5024999999999995,-6.8075,4,-0.11500000000000021,-0.5516666666666676,
perplexity,NG,farright,-8.0975,-7.95,4,-1.7100000000000009,-1.6941666666666677,
gemini,NL,control,-4.5024999999999995,-4.1425,4,1.7600000000000007,0.5158333333333323,
gpt,NL,control,-7.0024999999999995,-6.975,4,-0.7399999999999993,-2.3166666666666673,
perplexity,NL,control,-7.2825,-2.8575,4,-1.0199999999999996,1.8008333333333324,
gemini,NL,farleft,-7.035,-6.4725,4,0.2962499999999997,0.25124999999999975,
gpt,NL,farleft,-7.6275,-6.975,4,-0.29625000000000057,-0.25124999999999975,
gpt,NL,farright,-7.753333333333333,-7.126666666666666,3,0.2495238095238106,0.39761904761904887,
perplexity,NL,farright,-8.190000000000001,-7.822500000000001,4,-0.18714285714285772,-0.29821428571428577,
gemini,NZ,control,-5.72,-5.475,4,-0.3216666666666663,-0.2999999999999998,
gpt,NZ,control,-6.66,-6.3075,4,-1.2616666666666667,-1.1325000000000003,
perplexity,NZ,control,-3.815,-3.7424999999999997,4,1.5833333333333335,1.4325,
gemini,NZ,farright,-7.125,-6.140000000000001,4,0.03249999999999975,0.25124999999999975,
gpt,NZ,farright,-7.1899999999999995,-6.6425,4,-0.03249999999999975,-0.25124999999999975,
gemini,PG,control,-7.407500000000001,-6.5875,4,0.030833333333332824,-0.49916666666666565,
gpt,PG,control,-6.72,-6.755,4,0.7183333333333337,-0.6666666666666652,
perplexity,PG,control,-8.1875,-4.922499999999999,4,-0.7491666666666665,1.1658333333333353,
gemini,RS,control,-3.94,-3.8325,4,2.1458333333333326,0.9441666666666664,
gpt,RS,control,-7.0649999999999995,-6.7425,4,-0.979166666666667,-1.9658333333333333,
perplexity,RS,control,-7.2525,-3.755,4,-1.1666666666666679,1.0216666666666665,
gemini,RS,farleft,-7.9399999999999995,-6.359999999999999,2,-0.0625,0.1775000000000002,
gpt,RS,farleft,-7.8149999999999995,-6.715,2,0.0625,-0.1775000000000002,
gemini,RS,farright,-7.5025,-6.0525,4,0.3341666666666647,0.9816666666666665,
gpt,RS,farright,-7.7525,-7.0625,4,0.08416666666666472,-0.02833333333333332,
perplexity,RS,farright,-8.255,-7.987500000000001,4,-0.41833333333333567,-0.953333333333334,
gemini,SG,control,-3.3449999999999998,-4.3575,4,0.7400000000000011,0.08249999999999957,
gpt,SG,control,-7.095000000000001,-6.795,4,-3.01,-2.3550000000000004,
perplexity,SG,control,-1.815,-2.1675,4,2.270000000000001,2.2724999999999995,
gemini,SG,farleft,-6.9399999999999995,-5.895,2,0.28249999999999975,0.5925000000000002,
gpt,SG,farleft,-7.505,-7.08,2,-0.28250000000000064,-0.5925000000000002,
gemini,SG,farright,-7.2524999999999995,-6.255,4,0.4175000000000004,0.6261111111111113,
gpt,SG,farright,-7.91,-7.202500000000001,4,-0.2400000000000002,-0.3213888888888894,
perplexity,SG,farright,-8.38,-8.1,1,-0.7100000000000009,-1.2188888888888885,
